Number,Name,Type1,Type2,Total,Attack,Defense,SP Attack,SP Defense,Speed,Weight,Ability1,Ability2,AbilityHA,Possible Moves
0849,Toxtricity,Electric,Poison,502,75,98,70,114,70,40.0 kg (88.2 lbs),Punk Rock,Plus,Technician,"Acid, Acid Spray, Belch, Boomburst, Charge, Discharge, Endeavor, Flail, Growl, Leer, Magnetic Flux, Metal Sound, Noble Roar, Nuzzle, Overdrive, Poison Jab, Scary Face, Screech, Shift Gear, Shock Wave, Spark, Swagger, Taunt, Tearful Look, Thunder Shock, Toxic"
0849,Toxtricity,Electric,Poison,502,75,98,70,114,70,40.0 kg (88.2 lbs),Punk Rock,Plus,Technician,"Acid, Acid Spray, Belch, Boomburst, Charge, Discharge, Endeavor, Flail, Growl, Leer, Magnetic Flux, Metal Sound, Noble Roar, Nuzzle, Overdrive, Poison Jab, Scary Face, Screech, Shift Gear, Shock Wave, Spark, Swagger, Taunt, Tearful Look, Thunder Shock, Toxic"
0850,Sizzlipede,Fire,Bug,305,50,65,45,50,50,1.0 kg (2.2 lbs),Flash Fire,White Smoke,Flame Body,"Attract, Bite, Brutal Swing, Bug Bite, Burn Up, Coil, Crunch, Defense Curl, Ember, Facade, Fire Lash, Fire Spin, Flame Wheel, Knock Off, Lunge, Protect, Rest, Rollout, Round, Scorching Sands, Skitter Smack, Slam, Smokescreen, Snore, Struggle Bug, Sunny Day, Venoshock, Wrap"
0851,Centiskorch,Fire,Bug,525,100,115,65,90,90,120.0 kg (264.6 lbs),Flash Fire,White Smoke,Flame Body,"Attract, Bite, Brutal Swing, Bug Bite, Burn Up, Coil, Crunch, Defense Curl, Ember, Facade, Fire Fang, Fire Lash, Fire Spin, Flame Wheel, Giga Impact, Hyper Beam, Inferno, Knock Off, Lunge, Mystical Fire, Protect, Rest, Rollout, Round, Scorching Sands, Skitter Smack, Slam, Smokescreen, Snore, Solar Beam, Struggle Bug, Sunny Day, Thunder Fang, Venoshock, Will-O-Wisp, Wrap"
0852,Clobbopus,Fighting,,310,50,68,60,50,50,4.0 kg (8.8 lbs),Limber,,Technician,"Attract, Bind, Brick Break, Brine, Bulk Up, Circle Throw, Coaching, Detect, Dive, Facade, Feint, Ice Punch, Leer, Mega Punch, Mud Shot, Pain Split, Payback, Power-Up Punch, Protect, Rest, Retaliate, Revenge, Reversal, Rock Smash, Round, Seismic Toss, Snore, Soak, Submission, Sucker Punch, Superpower, Taunt"
0853,Grapploct,Fighting,,480,80,118,90,70,80,39.0 kg (86.0 lbs),Limber,,Technician,"Bind, Brick Break, Bulk Up, Circle Throw, Coaching, Detect, Feint, Leer, Octazooka, Octolock, Pain Split, Power-Up Punch, Reversal, Rock Smash, Seismic Toss, Skitter Smack, Soak, Submission, Sucker Punch, Superpower, Taunt, Topsy-Turvy"
0854,Sinistea,Ghost,,308,40,45,45,74,54,0.2 kg (0.4 lbs),Weak Armor,,Cursed Body,"Ally Switch, Aromatherapy, Aromatic Mist, Astonish, Baton Pass, Calm Mind, Confuse Ray, Dark Pulse, Endure, Facade, Foul Play, Giga Drain, Hex, Imprison, Magical Leaf, Mega Drain, Memento, Metronome, Nasty Plot, Night Shade, Phantom Force, Protect, Psybeam, Psychic, Psyshock, Rest, Shadow Ball, Shell Smash, Skill Swap, Sleep Talk, Stored Power, Substitute, Sucker Punch, Sweet Scent, Tera Blast, Trick, Trick Room, Will-O-Wisp, Withdraw"
0855,Polteageist,Ghost,,508,60,65,65,134,114,0.4 kg (0.9 lbs),Weak Armor,,Cursed Body,"Ally Switch, Aromatic Mist, Astonish, Baton Pass, Calm Mind, Confuse Ray, Curse, Dark Pulse, Endure, Facade, Foul Play, Giga Drain, Giga Impact, Hex, Hyper Beam, Imprison, Light Screen, Magical Leaf, Mega Drain, Memento, Metronome, Nasty Plot, Night Shade, Phantom Force, Protect, Psybeam, Psychic, Psyshock, Reflect, Rest, Shadow Ball, Shell Smash, Skill Swap, Sleep Talk, Stored Power, Strength Sap, Substitute, Sucker Punch, Sweet Scent, Teatime, Tera Blast, Trick, Trick Room, Will-O-Wisp, Withdraw"
0856,Hatenna,Psychic,,265,42,30,45,56,53,3.4 kg (7.5 lbs),Healer,Anticipation,Magic Bounce,"After You, Aromatherapy, Aromatic Mist, Baton Pass, Calm Mind, Charm, Confusion, Dark Pulse, Dazzling Gleam, Disarming Voice, Draining Kiss, Endure, Facade, Giga Drain, Heal Pulse, Healing Wish, Helping Hand, Imprison, Life Dew, Light Screen, Magical Leaf, Metronome, Misty Terrain, Mystical Fire, Nuzzle, Play Nice, Play Rough, Protect, Psybeam, Psychic, Psychic Terrain, Psyshock, Quash, Reflect, Rest, Skill Swap, Sleep Talk, Stored Power, Substitute, Swift, Tera Blast, Thunder Wave, Trick, Trick Room"
0857,Hattrem,Psychic,,370,57,40,65,86,73,4.8 kg (10.6 lbs),Healer,Anticipation,Magic Bounce,"After You, Aromatic Mist, Baton Pass, Brutal Swing, Calm Mind, Charm, Confusion, Dark Pulse, Dazzling Gleam, Disarming Voice, Draining Kiss, Endure, Facade, Giga Drain, Heal Pulse, Healing Wish, Helping Hand, Imprison, Life Dew, Light Screen, Magical Leaf, Metronome, Misty Terrain, Mystical Fire, Nuzzle, Play Nice, Play Rough, Protect, Psybeam, Psychic, Psychic Terrain, Psyshock, Quash, Reflect, Rest, Skill Swap, Sleep Talk, Stored Power, Substitute, Swift, Tera Blast, Thunder Wave, Trick, Trick Room"
0858,Hatterene,Psychic,Fairy,510,57,90,95,136,103,5.1 kg (11.2 lbs),Healer,Anticipation,Magic Bounce,"After You, Agility, Aromatic Mist, Baton Pass, Brutal Swing, Calm Mind, Charm, Confusion, Dark Pulse, Dazzling Gleam, Disarming Voice, Draining Kiss, Endure, Facade, Giga Drain, Giga Impact, Heal Pulse, Healing Wish, Helping Hand, Hyper Beam, Imprison, Life Dew, Light Screen, Magic Powder, Magical Leaf, Metronome, Misty Terrain, Mystical Fire, Nuzzle, Play Nice, Play Rough, Protect, Psybeam, Psychic, Psychic Terrain, Psycho Cut, Psyshock, Quash, Reflect, Rest, Shadow Ball, Shadow Claw, Skill Swap, Sleep Talk, Stored Power, Substitute, Swift, Swords Dance, Tera Blast, Thunder Wave, Trick, Trick Room"
0859,Impidimp,Dark,Fairy,265,45,45,30,55,40,5.5 kg (12.1 lbs),Prankster,Frisk,Pickpocket,"Assurance, Bite, Chilling Water, Confide, Dark Pulse, Dazzling Gleam, Drain Punch, Draining Kiss, Endure, Facade, Fake Out, Fake Tears, Flatter, Fling, Foul Play, Leech Life, Light Screen, Low Kick, Metronome, Misty Terrain, Nasty Plot, Parting Shot, Play Rough, Protect, Reflect, Rest, Scary Face, Sleep Talk, Substitute, Sucker Punch, Swagger, Take Down, Taunt, Tera Blast, Thief, Thunder Wave, Torment, Trailblaze, Trick"
0860,Morgrem,Dark,Fairy,370,65,60,45,75,55,12.5 kg (27.6 lbs),Prankster,Frisk,Pickpocket,"Assurance, Bite, Chilling Water, Confide, Dark Pulse, Dazzling Gleam, Drain Punch, Draining Kiss, Endure, Facade, Fake Out, Fake Tears, False Surrender, Flatter, Fling, Foul Play, Imprison, Leech Life, Light Screen, Low Kick, Metronome, Misty Terrain, Nasty Plot, Parting Shot, Play Rough, Protect, Reflect, Rest, Scary Face, Shadow Claw, Sleep Talk, Substitute, Sucker Punch, Swagger, Take Down, Taunt, Tera Blast, Thief, Thunder Wave, Torment, Trailblaze, Trick"
0861,Grimmsnarl,Dark,Fairy,510,95,120,65,95,75,61.0 kg (134.5 lbs),Prankster,Frisk,Pickpocket,"Assurance, Bite, Body Press, Body Slam, Brick Break, Bulk Up, Chilling Water, Confide, Crunch, Dark Pulse, Dazzling Gleam, Drain Punch, Draining Kiss, Endure, Facade, Fake Out, Fake Tears, False Surrender, Fire Punch, Flatter, Fling, Focus Blast, Foul Play, Giga Impact, Hammer Arm, Hyper Beam, Ice Punch, Imprison, Leech Life, Light Screen, Low Kick, Low Sweep, Metronome, Misty Terrain, Nasty Plot, Parting Shot, Play Rough, Protect, Reflect, Rest, Scary Face, Shadow Claw, Sleep Talk, Spirit Break, Stomping Tantrum, Substitute, Sucker Punch, Swagger, Take Down, Taunt, Tera Blast, Thief, Thunder Punch, Thunder Wave, Torment, Trailblaze, Trick"
0862,Obstagoon,Dark,Normal,520,93,90,101,60,81,46.0 kg (101.4 lbs),Reckless,Guts,Defiant,"Baby-Doll Eyes, Counter, Cross Chop, Double-Edge, Fury Swipes, Headbutt, Hone Claws, Knock Off, Lash Out, Leer, Lick, Night Slash, Obstruct, Parting Shot, Pin Missile, Quick Guard, Rest, Sand Attack, Scary Face, Snarl, Submission, Switcheroo, Tackle, Take Down, Taunt"
0863,Perrserker,Steel,,440,70,110,100,50,60,28.0 kg (61.7 lbs),Battle Armor,Tough Claws,Steely Spirit,"Amnesia, Baton Pass, Body Slam, Brick Break, Charm, Chilling Water, Close Combat, Covet, Crunch, Curse, Dark Pulse, Dig, Double-Edge, Endure, Facade, Fake Out, Fake Tears, False Swipe, Flail, Fling, Foul Play, Fury Swipes, Giga Impact, Growl, Gunk Shot, Heavy Slam, Helping Hand, Hone Claws, Hyper Beam, Hyper Voice, Iron Defense, Iron Head, Metal Burst, Metal Claw, Metal Sound, Metronome, Nasty Plot, Night Slash, Pay Day, Play Rough, Protect, Rain Dance, Rest, Scratch, Screech, Seed Bomb, Shadow Ball, Shadow Claw, Slash, Sleep Talk, Spite, Stealth Rock, Steel Beam, Substitute, Sunny Day, Swagger, Swords Dance, Take Down, Taunt, Tera Blast, Thief, Thrash, Thunder, Thunderbolt, Trailblaze, U-turn, X-Scissor"
0864,Cursola,Ghost,,510,60,95,50,145,130,0.4 kg (0.9 lbs),Weak Armor,,Perish Body,"Ancient Power, Astonish, Attract, Brine, Bulldoze, Burning Jealousy, Confuse Ray, Curse, Destiny Bond, Dig, Disable, Facade, Giga Drain, Giga Impact, Grudge, Hail, Harden, Haze, Head Smash, Hex, Hyper Beam, Icicle Spear, Icy Wind, Light Screen, Meteor Beam, Mirror Coat, Nature Power, Night Shade, Perish Song, Pin Missile, Poltergeist, Power Gem, Protect, Rain Dance, Reflect, Rest, Revenge, Rock Blast, Rock Slide, Rock Tomb, Round, Safeguard, Sandstorm, Screech, Self-Destruct, Snore, Spite, Stomping Tantrum, Strength Sap, Sunny Day, Tackle, Water Pulse, Whirlpool, Will-O-Wisp"
0865,Sirfetch'd,Fighting,,507,62,135,95,68,82,,,,,"None, None"
0866,Mr. Rime,Ice,Psychic,520,80,85,75,110,100,,,,,"None, None"
0867,Runerigus,Ground,Ghost,483,58,95,145,50,105,66.6 kg (146.8 lbs),Wandering Spirit,,,"Astonish, Brutal Swing, Crafty Shield, Curse, Destiny Bond, Disable, Earthquake, Guard Split, Haze, Hex, Mean Look, Memento, Night Shade, Poltergeist, Power Split, Protect, Scary Face, Shadow Ball, Shadow Claw, Slam"
0868,Milcery,Fairy,,270,45,40,40,50,61,0.3 kg (0.7 lbs),Sweet Veil,,Aroma Veil,"Acid Armor, Aromatherapy, Aromatic Mist, Attract, Baby-Doll Eyes, Charm, Dazzling Gleam, Draining Kiss, Endure, Entrainment, Facade, Fling, Helping Hand, Last Resort, Misty Terrain, Protect, Recover, Rest, Round, Sleep Talk, Snore, Stored Power, Substitute, Sweet Kiss, Sweet Scent, Tackle"
0869,Alcremie,Fairy,,495,65,60,75,110,121,0.5 kg (1.1 lbs),Sweet Veil,,Aroma Veil,"Acid Armor, Aromatherapy, Aromatic Mist, Attract, Baby-Doll Eyes, Dazzling Gleam, Decorate, Draining Kiss, Entrainment, Last Resort, Misty Explosion, Misty Terrain, Recover, Sweet Kiss, Sweet Scent, Tackle"
0870,Falinks,Fighting,,470,65,100,100,70,60,62.0 kg (136.7 lbs),Battle Armor,,Defiant,"Agility, Body Press, Body Slam, Brick Break, Bulk Up, Close Combat, Coaching, Counter, Endure, Facade, False Swipe, First Impression, Focus Blast, Focus Energy, Giga Impact, Headbutt, Helping Hand, Hyper Beam, Iron Defense, Iron Head, Megahorn, No Retreat, Poison Jab, Protect, Rain Dance, Rest, Reversal, Rock Slide, Rock Smash, Rock Tomb, Sleep Talk, Smart Strike, Substitute, Sunny Day, Swords Dance, Tackle, Take Down, Tera Blast, Trailblaze, Zen Headbutt"
0871,Pincurchin,Electric,,435,48,101,95,91,85,1.0 kg (2.2 lbs),Lightning Rod,,Electric Surge,"Acupressure, Body Slam, Bubble Beam, Charge, Charge Beam, Chilling Water, Curse, Discharge, Electric Terrain, Electro Ball, Endure, Facade, Fury Attack, Giga Impact, Hex, Hydro Pump, Hyper Beam, Liquidation, Memento, Peck, Poison Jab, Protect, Rain Dance, Recover, Rest, Reversal, Sleep Talk, Spark, Spikes, Substitute, Sucker Punch, Surf, Swift, Take Down, Tera Blast, Thunder, Thunder Shock, Thunder Wave, Thunderbolt, Toxic Spikes, Venoshock, Water Gun, Wild Charge, Zing Zap"
0872,Snom,Ice,Bug,185,30,25,35,45,30,3.8 kg (8.4 lbs),Shield Dust,,Ice Scales,"Bug Bite, Bug Buzz, Facade, Fairy Wind, Icy Wind, Mirror Coat, Pounce, Powder Snow, Protect, Rest, Sleep Talk, Struggle Bug, Substitute, Tera Blast"
0873,Frosmoth,Ice,Bug,475,70,65,60,125,90,42.0 kg (92.6 lbs),Shield Dust,,Ice Scales,"Acrobatics, Air Slash, Attract, Aurora Beam, Aurora Veil, Avalanche, Blizzard, Bug Bite, Bug Buzz, Calm Mind, Dazzling Gleam, Defog, Endure, Facade, Fairy Wind, Feather Dance, Giga Drain, Giga Impact, Helping Hand, Hurricane, Hyper Beam, Ice Beam, Ice Spinner, Icy Wind, Imprison, Infestation, Leech Life, Light Screen, Mirror Coat, Mist, Play Rough, Pounce, Powder Snow, Protect, Quiver Dance, Reflect, Rest, Sleep Talk, Snowscape, Struggle Bug, Stun Spore, Substitute, Swift, Tailwind, Take Down, Tera Blast, U-turn, Wide Guard"
0874,Stonjourner,Rock,,470,100,125,135,20,20,520.0 kg (1146.4 lbs),Power Spot,,,"Ancient Power, Block, Body Press, Body Slam, Bulldoze, Curse, Earth Power, Earthquake, Endure, Facade, Giga Impact, Gravity, Heavy Slam, Hyper Beam, Imprison, Iron Defense, Low Kick, Low Sweep, Mega Kick, Power Gem, Protect, Rest, Rock Blast, Rock Polish, Rock Slide, Rock Throw, Rock Tomb, Sandstorm, Sleep Talk, Stealth Rock, Stomp, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Take Down, Tera Blast, Wide Guard"
0875,Eiscue,Ice,,470,75,80,110,65,90,89.0 kg (196.2 lbs),Ice Face,,,"Agility, Amnesia, Aqua Ring, Aurora Veil, Avalanche, Belly Drum, Blizzard, Body Slam, Chilling Water, Double-Edge, Endure, Facade, Freeze-Dry, Giga Impact, Hail, Head Smash, Headbutt, Hydro Pump, Hyper Beam, Ice Beam, Ice Punch, Ice Spinner, Icicle Crash, Icy Wind, Iron Defense, Iron Head, Liquidation, Mist, Powder Snow, Protect, Rain Dance, Reflect, Rest, Reversal, Sleep Talk, Snowscape, Soak, Substitute, Surf, Tackle, Take Down, Tera Blast, Water Pulse, Waterfall, Weather Ball, Zen Headbutt"
0875,Eiscue,Ice,,470,75,80,70,65,50,89.0 kg (196.2 lbs),Ice Face,,,"Agility, Amnesia, Aqua Ring, Aurora Veil, Avalanche, Belly Drum, Blizzard, Body Slam, Chilling Water, Double-Edge, Endure, Facade, Freeze-Dry, Giga Impact, Hail, Head Smash, Headbutt, Hydro Pump, Hyper Beam, Ice Beam, Ice Punch, Ice Spinner, Icicle Crash, Icy Wind, Iron Defense, Iron Head, Liquidation, Mist, Powder Snow, Protect, Rain Dance, Reflect, Rest, Reversal, Sleep Talk, Snowscape, Soak, Substitute, Surf, Tackle, Take Down, Tera Blast, Water Pulse, Waterfall, Weather Ball, Zen Headbutt"
0876,Indeedee,Psychic,Normal,475,60,65,55,105,95,28.0 kg (61.7 lbs),Inner Focus,Synchronize,Psychic Surge,"After You, Baton Pass, Calm Mind, Disarming Voice, Encore, Extrasensory, Fake Out, Follow Me, Guard Split, Heal Pulse, Healing Wish, Helping Hand, Last Resort, Play Nice, Power Split, Psybeam, Psych Up, Psychic, Psychic Terrain, Stored Power"
0876,Indeedee,Psychic,Normal,475,70,55,65,95,105,28.0 kg (61.7 lbs),Inner Focus,Synchronize,Psychic Surge,"After You, Baton Pass, Calm Mind, Disarming Voice, Encore, Extrasensory, Fake Out, Follow Me, Guard Split, Heal Pulse, Healing Wish, Helping Hand, Last Resort, Play Nice, Power Split, Psybeam, Psych Up, Psychic, Psychic Terrain, Stored Power"
0877,Morpeko,Electric,Dark,436,58,95,58,70,58,3.0 kg (6.6 lbs),Hunger Switch,,,"Agility, Assurance, Attract, Aura Wheel, Bite, Brick Break, Bullet Seed, Charge, Crunch, Electric Terrain, Electroweb, Facade, Fake Out, Fake Tears, Fire Fang, Flatter, Fling, Ice Fang, Lash Out, Leer, Parting Shot, Payback, Power Trip, Protect, Quash, Quick Attack, Rapid Spin, Rest, Revenge, Rising Voltage, Round, Scary Face, Snarl, Snore, Spark, Stomping Tantrum, Super Fang, Swagger, Swift, Tail Whip, Thief, Thrash, Thunder Fang, Thunder Punch, Thunder Shock, Thunder Wave, Tickle, Torment, Volt Switch"
0877,Morpeko,Electric,Dark,436,58,95,58,70,58,3.0 kg (6.6 lbs),Hunger Switch,,,"Agility, Assurance, Attract, Aura Wheel, Bite, Brick Break, Bullet Seed, Charge, Crunch, Electric Terrain, Electroweb, Facade, Fake Out, Fake Tears, Fire Fang, Flatter, Fling, Ice Fang, Lash Out, Leer, Parting Shot, Payback, Power Trip, Protect, Quash, Quick Attack, Rapid Spin, Rest, Revenge, Rising Voltage, Round, Scary Face, Snarl, Snore, Spark, Stomping Tantrum, Super Fang, Swagger, Swift, Tail Whip, Thief, Thrash, Thunder Fang, Thunder Punch, Thunder Shock, Thunder Wave, Tickle, Torment, Volt Switch"
0878,Cufant,Steel,,330,72,80,49,40,49,100.0 kg (220.5 lbs),Sheer Force,,Heavy Metal,"Belch, Body Press, Body Slam, Brick Break, Bulldoze, Curse, Defense Curl, Dig, Double-Edge, Earth Power, Earthquake, Endure, Facade, Fissure, Flash Cannon, Fling, Growl, Heavy Slam, High Horsepower, Iron Defense, Iron Head, Mud Shot, Play Rough, Protect, Rest, Rock Blast, Rock Slide, Rock Smash, Rock Tomb, Rollout, Sandstorm, Slam, Sleep Talk, Stealth Rock, Steel Beam, Stomp, Stomping Tantrum, Stone Edge, Strength, Substitute, Superpower, Swagger, Tackle, Take Down, Tera Blast, Whirlwind, Zen Headbutt"
0879,Copperajah,Steel,,500,122,130,69,80,69,650.0 kg (1433.0 lbs),Sheer Force,,Heavy Metal,"Belch, Body Press, Body Slam, Brick Break, Bulldoze, Curse, Defense Curl, Dig, Double-Edge, Earth Power, Earthquake, Endure, Facade, Fissure, Flash Cannon, Fling, Giga Impact, Growl, Heavy Slam, High Horsepower, Hyper Beam, Iron Defense, Iron Head, Mud Shot, Outrage, Play Rough, Protect, Rest, Rock Blast, Rock Slide, Rock Smash, Rock Tomb, Rollout, Sandstorm, Slam, Sleep Talk, Snarl, Stealth Rock, Steel Beam, Stomp, Stomping Tantrum, Stone Edge, Strength, Substitute, Superpower, Swagger, Tackle, Take Down, Taunt, Tera Blast, Whirlwind, Zen Headbutt"
0880,Dracozolt,Electric,Dragon,505,90,100,90,80,70,190.0 kg (418.9 lbs),Volt Absorb,Hustle,Sand Rush,"Aerial Ace, Ancient Power, Body Slam, Bolt Beak, Breaking Swipe, Brutal Swing, Bulldoze, Charge, Discharge, Dragon Claw, Dragon Pulse, Dragon Rush, Dragon Tail, Earth Power, Earthquake, Electro Ball, Endure, Facade, Fire Blast, Fire Fang, Fire Spin, Flamethrower, Giga Impact, High Horsepower, Hyper Beam, Iron Tail, Low Kick, Mega Kick, Mega Punch, Meteor Beam, Outrage, Pluck, Protect, Rain Dance, Rest, Rising Voltage, Rock Blast, Rock Slide, Rock Tomb, Round, Slam, Sleep Talk, Snore, Stomp, Stomping Tantrum, Stone Edge, Substitute, Sunny Day, Tackle, Taunt, Thunder, Thunder Fang, Thunder Punch, Thunder Shock, Thunder Wave, Thunderbolt, Wild Charge"
0881,Arctozolt,Electric,Ice,505,90,100,90,90,80,150.0 kg (330.7 lbs),Volt Absorb,Static,Slush Rush,"Ancient Power, Avalanche, Blizzard, Body Slam, Bolt Beak, Bulldoze, Charge, Discharge, Echoed Voice, Electro Ball, Endure, Facade, Freeze-Dry, Giga Impact, Hail, Hydro Pump, Hyper Beam, Hyper Voice, Ice Beam, Ice Fang, Icicle Crash, Icicle Spear, Icy Wind, Iron Tail, Low Kick, Mega Kick, Mega Punch, Meteor Beam, Payback, Pluck, Powder Snow, Protect, Rain Dance, Rest, Rising Voltage, Rock Blast, Rock Slide, Rock Tomb, Round, Slam, Sleep Talk, Snore, Stomping Tantrum, Stone Edge, Substitute, Surf, Taunt, Thunder, Thunder Fang, Thunder Punch, Thunder Shock, Thunder Wave, Thunderbolt, Wild Charge"
0882,Dracovish,Water,Dragon,505,90,90,100,70,80,215.0 kg (474.0 lbs),Water Absorb,Strong Jaw,Sand Rush,"Ancient Power, Bite, Body Slam, Brine, Brutal Swing, Bulldoze, Crunch, Dive, Dragon Breath, Dragon Pulse, Dragon Rush, Earth Power, Earthquake, Endure, Facade, Fishious Rend, Giga Impact, Hydro Pump, Hyper Beam, Ice Fang, Iron Head, Leech Life, Liquidation, Low Kick, Mega Kick, Meteor Beam, Outrage, Protect, Psychic Fangs, Rain Dance, Rest, Rock Blast, Rock Slide, Rock Tomb, Round, Scald, Sleep Talk, Snore, Stomp, Stomping Tantrum, Stone Edge, Substitute, Super Fang, Surf, Tackle, Water Gun, Waterfall, Whirlpool, Zen Headbutt"
0883,Arctovish,Water,Ice,505,90,90,100,80,90,175.0 kg (385.8 lbs),Water Absorb,Ice Body,Slush Rush,"Ancient Power, Aurora Veil, Avalanche, Bite, Blizzard, Body Slam, Brine, Crunch, Dive, Endure, Facade, Fishious Rend, Freeze-Dry, Giga Impact, Hail, Hydro Pump, Hyper Beam, Ice Beam, Ice Fang, Icicle Crash, Icicle Spear, Icy Wind, Iron Defense, Iron Head, Liquidation, Meteor Beam, Powder Snow, Protect, Psychic Fangs, Rain Dance, Rest, Rock Blast, Rock Slide, Rock Tomb, Round, Sleep Talk, Snore, Stone Edge, Substitute, Super Fang, Surf, Water Gun, Waterfall, Whirlpool, Zen Headbutt"
0884,Duraludon,Steel,Dragon,535,70,95,115,120,50,40.0 kg (88.2 lbs),Light Metal,Heavy Metal,Stalwart,"Attract, Breaking Swipe, Brick Break, Dragon Claw, Dragon Tail, Facade, Flash Cannon, Giga Impact, Hone Claws, Hyper Beam, Iron Defense, Laser Focus, Leer, Light Screen, Metal Burst, Metal Claw, Metal Sound, Mirror Coat, Night Slash, Protect, Reflect, Rest, Rock Slide, Rock Smash, Rock Tomb, Round, Scary Face, Screech, Slash, Snarl, Snore, Solar Beam, Steel Roller, Stomping Tantrum, Thunder Wave"
0885,Dreepy,Dragon,Ghost,270,28,60,30,40,30,2.0 kg (4.4 lbs),Clear Body,Infiltrator,Cursed Body,"Astonish, Baton Pass, Bite, Confuse Ray, Curse, Disable, Double Team, Draco Meteor, Dragon Tail, Endure, Facade, Helping Hand, Infestation, Protect, Quick Attack, Rest, Sleep Talk, Substitute, Sucker Punch, Swift, Tera Blast, Thunder Wave"
0886,Drakloak,Dragon,Ghost,410,68,80,50,60,50,11.0 kg (24.3 lbs),Clear Body,Infiltrator,Cursed Body,"Acrobatics, Agility, Assurance, Astonish, Baton Pass, Bite, Confuse Ray, Curse, Disable, Double Hit, Double Team, Double-Edge, Draco Meteor, Dragon Dance, Dragon Pulse, Dragon Rush, Dragon Tail, Endure, Facade, Fire Blast, Flamethrower, Helping Hand, Hex, Hydro Pump, Infestation, Last Resort, Light Screen, Lock-On, Night Shade, Outrage, Phantom Force, Pounce, Protect, Psychic Fangs, Quick Attack, Reflect, Rest, Shadow Ball, Sleep Talk, Substitute, Sucker Punch, Sunny Day, Surf, Swift, Take Down, Tera Blast, Thief, Thunder, Thunder Wave, Thunderbolt, U-turn, Will-O-Wisp"
0887,Dragapult,Dragon,Ghost,600,88,120,75,100,75,50.0 kg (110.2 lbs),Clear Body,Infiltrator,Cursed Body,"Acrobatics, Agility, Assurance, Astonish, Baton Pass, Bite, Body Slam, Confuse Ray, Curse, Disable, Double Hit, Double Team, Double-Edge, Draco Meteor, Dragon Breath, Dragon Claw, Dragon Dance, Dragon Darts, Dragon Pulse, Dragon Rush, Dragon Tail, Endure, Facade, Fire Blast, Flamethrower, Fly, Giga Impact, Helping Hand, Hex, Hydro Pump, Hyper Beam, Infestation, Last Resort, Light Screen, Lock-On, Night Shade, Outrage, Phantom Force, Pounce, Protect, Psychic Fangs, Quick Attack, Reflect, Rest, Shadow Ball, Sleep Talk, Solar Beam, Substitute, Sucker Punch, Sunny Day, Surf, Swift, Take Down, Tera Blast, Thief, Thunder, Thunder Wave, Thunderbolt, U-turn, Will-O-Wisp"
